id	name	coordinates	site_type	time_period_start	time_period_end	time_period_label	description	confidence	sources	wikidata_qid	source_url	retrieved_at
abdah	Abdah	{"lat":30.795,"lng":34.775}					Archaeological site in Israel.	90	["Wikidata"]	Q791665	http://www.wikidata.org/entity/Q791665	2026-07-08T10:31:36.248Z
abu-mena	Abu Mena	{"lat":30.84105,"lng":29.66349}					Archaeological site in Egypt.	90	["Wikidata"]	Q9278	http://www.wikidata.org/entity/Q9278	2026-07-08T10:31:36.248Z
abu-rawash	Abu Rawash	{"lat":30.032222222,"lng":31.074722222}					Archaeological site in Egypt.	90	["Wikidata"]	Q335278	http://www.wikidata.org/entity/Q335278	2026-07-08T10:31:36.248Z
abusir	Abusir	{"lat":29.896111111,"lng":31.203611111}					Archaeological site in Egypt.	90	["Wikidata"]	Q336098	http://www.wikidata.org/entity/Q336098	2026-07-08T10:31:36.248Z
acrocorinth	Acrocorinth	{"lat":37.89142,"lng":22.870921}		-700		Founded 700 BCE	Archaeological site in Greece.	90	["Wikidata"]	Q420810	http://www.wikidata.org/entity/Q420810	2026-07-08T10:31:36.248Z
adab	Adab	{"lat":31.95,"lng":45.966667}					Archaeological site in Iraq.	90	["Wikidata"]	Q346445	http://www.wikidata.org/entity/Q346445	2026-07-08T10:31:36.248Z
aelia-capitolina	Aelia Capitolina	{"lat":31.775689,"lng":35.23104}					Archaeological site in Israel.	90	["Wikidata"]	Q1250874	http://www.wikidata.org/entity/Q1250874	2026-07-08T10:31:36.248Z
ai-khanoum	Ai-Khanoum	{"lat":37.166388888,"lng":69.410833333}					Archaeological site in Afghanistan.	90	["Wikidata"]	Q857845	http://www.wikidata.org/entity/Q857845	2026-07-08T10:31:36.248Z
ajloun	Ajloun	{"lat":32.3325,"lng":35.751666666}					Archaeological site in Jordan.	90	["Wikidata"]	Q1141858	http://www.wikidata.org/entity/Q1141858	2026-07-08T10:31:36.248Z
akhmim	Akhmim	{"lat":26.564166666,"lng":31.746111111}					Archaeological site in Egypt.	90	["Wikidata"]	Q340572	http://www.wikidata.org/entity/Q340572	2026-07-08T10:31:36.248Z
al-hirah	Al-Hirah	{"lat":31.98,"lng":44.39}					Archaeological site in Iraq.	90	["Wikidata"]	Q310799	http://www.wikidata.org/entity/Q310799	2026-07-08T10:31:36.248Z
al-khazneh	Al Khazneh	{"lat":30.32206,"lng":35.45145}		100		Founded 100 CE	Archaeological site in Jordan.	90	["Wikidata"]	Q1259626	http://www.wikidata.org/entity/Q1259626	2026-07-08T10:31:36.248Z
al-maghtas	Al Maghtas	{"lat":31.837222222,"lng":35.550277777}					Archaeological site in Jordan.	90	["Wikidata"]	Q12193567	http://www.wikidata.org/entity/Q12193567	2026-07-08T10:31:36.248Z
alacahoyuk	Alacahöyük	{"lat":40.233895,"lng":34.695575}					Archaeological site in Turkey.	90	["Wikidata"]	Q558861	http://www.wikidata.org/entity/Q558861	2026-07-08T10:31:36.248Z
alesia	Alesia	{"lat":47.539166666,"lng":4.500555555}					Archaeological site in France.	90	["Wikidata"]	Q835966	http://www.wikidata.org/entity/Q835966	2026-07-08T10:31:36.248Z
alodia	Alodia	{"lat":17.65,"lng":33.983333}		600		Founded 600 CE	Archaeological site in Sudan.	90	["Wikidata"]	Q449639	http://www.wikidata.org/entity/Q449639	2026-07-08T10:31:36.248Z
amarna	Amarna	{"lat":27.661666666,"lng":30.905555555}		-1352		Founded 1352 BCE	Archaeological site in Egypt.	90	["Wikidata"]	Q5736	http://www.wikidata.org/entity/Q5736	2026-07-08T10:31:36.248Z
ambohimanga	Ambohimanga	{"lat":-18.759167,"lng":47.562778}					Archaeological site in Madagascar.	90	["Wikidata"]	Q458167	http://www.wikidata.org/entity/Q458167	2026-07-08T10:31:36.248Z
amphitheater-of-nimes	Amphitheater of Nîmes	{"lat":43.83489,"lng":4.35963}		90		Founded 90 CE	Archaeological site in France.	90	["Wikidata"]	Q179656	http://www.wikidata.org/entity/Q179656	2026-07-08T10:31:36.248Z
ancient-abdera	Ancient Abdera	{"lat":40.933714,"lng":24.973299}		-700		Founded 700 BCE	Archaeological site in Greece.	90	["Wikidata"]	Q132527193	http://www.wikidata.org/entity/Q132527193	2026-07-08T10:31:36.248Z
ancient-agora-of-athens	Ancient Agora of Athens	{"lat":37.975,"lng":23.7225}					Archaeological site in Greece.	90	["Wikidata"]	Q395367	http://www.wikidata.org/entity/Q395367	2026-07-08T10:31:36.248Z
ancient-theatre-of-epidaurus	Ancient Theatre of Epidaurus	{"lat":37.596111111,"lng":23.079166666}					Archaeological site in Greece.	90	["Wikidata"]	Q608198	http://www.wikidata.org/entity/Q608198	2026-07-08T10:31:36.248Z
angkor-thom	Angkor Thom	{"lat":13.443302,"lng":103.859682}					Archaeological site in Cambodia.	90	["Wikidata"]	Q223665	http://www.wikidata.org/entity/Q223665	2026-07-08T10:31:36.248Z
anshan-persia	Anshan Persia	{"lat":30.011666666,"lng":52.407777777}		-3999		Founded 3999 BCE	Archaeological site in Iran.	90	["Wikidata"]	Q569107	http://www.wikidata.org/entity/Q569107	2026-07-08T10:31:36.248Z
aphrodisias	Aphrodisias	{"lat":37.708333333,"lng":28.723611111}					Archaeological site in Turkey.	90	["Wikidata"]	Q618495	http://www.wikidata.org/entity/Q618495	2026-07-08T10:31:36.248Z
aqua-appia	Aqua Appia	{"lat":41.887846,"lng":12.480973}		-311		Founded 311 BCE	Archaeological site in Italy.	90	["Wikidata"]	Q278579	http://www.wikidata.org/entity/Q278579	2026-07-08T10:31:36.248Z
ara-pacis	Ara Pacis	{"lat":41.906388888,"lng":12.475555555}		-8		Founded 8 BCE	Archaeological site in Italy.	90	["Wikidata"]	Q623612	http://www.wikidata.org/entity/Q623612	2026-07-08T10:31:36.248Z
arch-of-constantine	Arch of Constantine	{"lat":41.889828,"lng":12.490605}					Archaeological site in Italy.	90	["Wikidata"]	Q5786	http://www.wikidata.org/entity/Q5786	2026-07-08T10:31:36.248Z
arch-of-septimius-severus-roman-forum	Arch of Septimius Severus (Roman Forum)	{"lat":41.892777777,"lng":12.484722222}		203		Founded 203 CE	Archaeological site in Italy.	90	["Wikidata"]	Q162353	http://www.wikidata.org/entity/Q162353	2026-07-08T10:31:36.248Z
arch-of-titus	Arch of Titus	{"lat":41.890717,"lng":12.488585}		82		Founded 82 CE	Archaeological site in Italy.	90	["Wikidata"]	Q723887	http://www.wikidata.org/entity/Q723887	2026-07-08T10:31:36.248Z
arkaim	Arkaim	{"lat":52.64926,"lng":59.5715}					Archaeological site in Russia.	90	["Wikidata"]	Q672602	http://www.wikidata.org/entity/Q672602	2026-07-08T10:31:36.248Z
arslantepe	Arslantepe	{"lat":38.38194444,"lng":38.36111111}					Archaeological site in Turkey.	90	["Wikidata"]	Q705132	http://www.wikidata.org/entity/Q705132	2026-07-08T10:31:36.248Z
arwad	Arwad	{"lat":34.858397,"lng":35.859448}					Archaeological site in Syria.	90	["Wikidata"]	Q377802	http://www.wikidata.org/entity/Q377802	2026-07-08T10:31:36.248Z
aspendos	Aspendos	{"lat":36.9382,"lng":31.1732}					Archaeological site in Turkey.	90	["Wikidata"]	Q633757	http://www.wikidata.org/entity/Q633757	2026-07-08T10:31:36.248Z
assos	Assos	{"lat":39.491621,"lng":26.339656}					Archaeological site in Turkey.	90	["Wikidata"]	Q744631	http://www.wikidata.org/entity/Q744631	2026-07-08T10:31:36.248Z
asyut	Asyut	{"lat":27.186944444,"lng":31.171388888}		-3099		Founded 3099 BCE	Archaeological site in Egypt.	90	["Wikidata"]	Q29962	http://www.wikidata.org/entity/Q29962	2026-07-08T10:31:36.248Z
aurelian-walls	Aurelian Walls	{"lat":41.873292,"lng":12.498955}		271		Founded 271 CE	Archaeological site in Italy.	90	["Wikidata"]	Q625149	http://www.wikidata.org/entity/Q625149	2026-07-08T10:31:36.248Z
aysen-region	Aysén Region	{"lat":-45.57,"lng":-72.066111111}					Archaeological site in Chile.	90	["Wikidata"]	Q2181	http://www.wikidata.org/entity/Q2181	2026-07-08T10:31:36.248Z
badari-culture	Badari culture	{"lat":27,"lng":31.41667}					Archaeological site in Egypt.	90	["Wikidata"]	Q798844	http://www.wikidata.org/entity/Q798844	2026-07-08T10:31:36.248Z
balasagun	Balasagun	{"lat":42.74759,"lng":75.248425}					Archaeological site in Kyrgyzstan.	90	["Wikidata"]	Q1764282	http://www.wikidata.org/entity/Q1764282	2026-07-08T10:31:36.248Z
banteay-srei	Banteay Srei	{"lat":13.59888275,"lng":103.96285057}		967		Founded 967 CE	Archaeological site in Cambodia.	90	["Wikidata"]	Q790099	http://www.wikidata.org/entity/Q790099	2026-07-08T10:31:36.248Z
baphuon	Baphuon	{"lat":13.443767,"lng":103.856169}		1060		Founded 1060 CE	Archaeological site in Cambodia.	90	["Wikidata"]	Q790118	http://www.wikidata.org/entity/Q790118	2026-07-08T10:31:36.248Z
basilica-aemilia	Basilica Aemilia	{"lat":41.89259,"lng":12.48614}		-178		Founded 178 BCE	Archaeological site in Italy.	90	["Wikidata"]	Q522924	http://www.wikidata.org/entity/Q522924	2026-07-08T10:31:36.248Z
basilica-julia	Basilica Julia	{"lat":41.89195,"lng":12.48478}					Archaeological site in Italy.	90	["Wikidata"]	Q616271	http://www.wikidata.org/entity/Q616271	2026-07-08T10:31:36.248Z
basilica-of-maxentius	Basilica of Maxentius	{"lat":41.891944444,"lng":12.488333333}		312		Founded 312 CE	Archaeological site in Italy.	90	["Wikidata"]	Q371921	http://www.wikidata.org/entity/Q371921	2026-07-08T10:31:36.248Z
bat-al-khutm-and-al-ayn-archaeological-sites	Bat, Al-Khutm and Al-Ayn archaeological sites	{"lat":23.27,"lng":56.745}					Archaeological site in Oman.	90	["Wikidata"]	Q25496	http://www.wikidata.org/entity/Q25496	2026-07-08T10:31:36.248Z
baths-of-caracalla	Baths of Caracalla	{"lat":41.880264,"lng":12.492764}		216		Founded 216 CE	Archaeological site in Italy.	90	["Wikidata"]	Q502098	http://www.wikidata.org/entity/Q502098	2026-07-08T10:31:36.248Z
baths-of-diocletian	Baths of Diocletian	{"lat":41.90277778,"lng":12.49833333}					Archaeological site in Italy.	90	["Wikidata"]	Q836108	http://www.wikidata.org/entity/Q836108	2026-07-08T10:31:36.248Z
baths-of-trajan	Baths of Trajan	{"lat":41.891867,"lng":12.496281}					Archaeological site in Italy.	90	["Wikidata"]	Q599035	http://www.wikidata.org/entity/Q599035	2026-07-08T10:31:36.248Z
bayon	Bayon	{"lat":13.441252,"lng":103.858738}					Archaeological site in Cambodia.	90	["Wikidata"]	Q654024	http://www.wikidata.org/entity/Q654024	2026-07-08T10:31:36.248Z
beit-she-arim-national-park	Beit She'arim National Park	{"lat":32.704166666,"lng":35.128055555}		1936		Founded 1936 CE	Archaeological site in Israel.	90	["Wikidata"]	Q830805	http://www.wikidata.org/entity/Q830805	2026-07-08T10:31:36.248Z
beni-hasan	Beni Hasan	{"lat":27.931388888,"lng":30.875280555}					Archaeological site in Egypt.	90	["Wikidata"]	Q817286	http://www.wikidata.org/entity/Q817286	2026-07-08T10:31:36.248Z
